name,longitude,latitude,ellipsoid_height
GCP_001,-113.94334842503582,46.75586733170191,0
GCP_002,-113.94208243097843,46.75549757839466,0
GCP_003,-113.94507769520557,46.75352444127631,0
GCP_004,-113.94394005394206,46.752972328299215,0
GCP_005,-113.94285978898276,46.752097410570514,0
GCP_006,-113.94332008732516,46.751603827776115,0
